premium_id,policy_id,amount,payment_method_id,due_date
6336,7335,51.6,102,5/9/2026
6337,7336,32.3,100,2/27/2026
6338,7337,7.9,101,11/11/2026
6339,7338,9.2,102,7/14/2026
6340,7339,97.8,100,9/17/2026
6341,7340,65.2,101,10/10/2026
6342,7341,28.15,102,11/26/2026
6343,7342,96.65,100,12/5/2026
6344,7343,50.4,101,10/23/2026
6345,7344,35.85,102,3/19/2026
6346,7345,51.85,100,8/3/2026
6347,7346,65.8,101,12/11/2026
6348,7347,43.25,102,5/18/2026
6349,7348,49.85,100,12/16/2026
6350,7349,68.3,101,8/24/2026
6351,7350,13.9,102,11/4/2026
6352,7351,55.85,100,10/15/2026
6353,7352,78.25,101,5/14/2026
6354,7353,100.25,102,9/22/2026
6355,7354,8.25,100,11/12/2026
6356,7355,57.15,101,2/4/2026
6357,7356,16.45,102,6/7/2026
6358,7357,46.9,100,12/22/2026
6359,7358,55.45,101,6/26/2026
6360,7359,5.2,102,10/27/2026
6361,7360,1.8,100,12/16/2026
6362,7361,73.6,101,8/26/2026
6363,7362,2.6,102,8/19/2026
6364,7363,7.6,100,3/20/2026
6365,7364,44.8,101,9/2/2026
6366,7365,13.4,102,9/11/2026
6367,7366,58,100,3/3/2026
6368,7367,26.3,101,12/21/2026
6369,7368,60.1,102,8/14/2026
6370,7369,77.5,100,5/8/2026
6371,7370,48.3,101,6/21/2026
6372,7371,26.8,102,8/10/2026
6373,7372,76.4,100,4/19/2026
6374,7373,62.65,101,2/5/2026
6375,7374,52.9,102,9/6/2026
6376,7375,86,100,11/10/2026
6377,7376,70.85,101,11/3/2026
6378,7377,71.95,102,2/18/2026
6379,7378,16.75,100,3/15/2026
6380,7379,36.8,101,12/17/2026
6381,7380,68.65,102,7/22/2026
6382,7381,39.55,100,2/19/2026
6383,7382,94.1,101,10/20/2026
6384,7383,60.85,102,6/22/2026
6385,7384,26.3,100,4/22/2026
6386,7385,95.85,101,2/25/2026
6387,7386,49.6,102,8/1/2026
6388,7387,32.65,100,2/16/2026
6389,7388,26.15,101,9/13/2026
6390,7389,61.4,102,5/14/2026
6391,7390,45.25,100,10/1/2026
6392,7391,79.55,101,8/3/2026
6393,7392,95.7,102,5/5/2026
6394,7393,10.4,100,7/14/2026
6395,7394,46.8,101,6/26/2026
6396,7395,30.2,102,7/26/2026
6397,7396,19.4,100,10/18/2026
6398,7397,45.5,101,6/19/2026
6399,7398,85.2,102,10/8/2026
6400,7399,33.55,100,6/24/2026
6401,7400,92.5,101,4/7/2026
6402,7401,53.1,102,4/18/2026
6403,7402,27.65,100,9/2/2026
6404,7403,32.6,101,10/3/2026
6405,7404,34.3,102,9/19/2026
6406,7405,14.85,100,9/24/2026
6407,7406,88.8,101,3/2/2026
6408,7407,43.9,102,2/1/2026
6409,7408,36.9,100,2/27/2026
6410,7409,41.55,101,3/25/2026
6411,7410,77.3,102,12/26/2026
6412,7411,25.7,100,3/5/2026
6413,7412,47,101,2/20/2026
6414,7413,32.1,102,11/8/2026
6415,7414,71.75,100,10/15/2026
6416,7415,10.85,101,4/26/2026
6417,7416,78,102,6/26/2026
6418,7417,47.8,100,8/24/2026
6419,7418,81.45,101,6/7/2026
6420,7419,37.8,102,5/20/2026
6421,7420,12.85,100,11/20/2026
6422,7421,70.7,101,10/21/2026
6423,7422,70.65,102,10/4/2026
6424,7423,99.3,100,8/3/2026
6425,7424,60.85,101,9/17/2026
6426,7425,32.5,102,2/12/2026
6427,7426,85.15,100,2/11/2026
6428,7427,86.2,101,2/7/2026
6429,7428,92.9,102,3/4/2026
6430,7429,37.5,100,9/22/2026
6431,7430,3.25,101,2/2/2026
6432,7431,31.55,102,9/10/2026
6433,7432,32.15,100,9/24/2026
6434,7433,29.35,101,12/1/2026
6435,7434,45.65,102,12/21/2026
6436,7435,3.3,100,2/5/2026
6437,7436,96.1,101,2/22/2026
6438,7437,40.3,102,2/4/2026
6439,7438,11.6,100,9/17/2026
6440,7439,18.45,101,10/25/2026
6441,7440,73.3,102,2/27/2026
6442,7441,44.05,100,2/3/2026
6443,7442,2.4,101,10/4/2026
6444,7443,44.3,102,9/12/2026
6445,7444,100.05,100,2/7/2026
6446,7445,5.3,101,12/7/2026
6447,7446,90.9,102,9/26/2026
6448,7447,34.6,100,4/14/2026
6449,7448,61.8,101,3/4/2026
6450,7449,32.45,102,6/16/2026
6451,7450,97.45,100,7/9/2026
6452,7451,3.25,101,8/26/2026
6453,7452,94.05,102,6/25/2026
6454,7453,40.4,100,2/4/2026
6455,7454,54.2,101,4/15/2026
6456,7455,64.4,102,8/5/2026
6457,7456,37.5,100,10/26/2026
6458,7457,20.15,101,11/15/2026
6459,7458,59.15,102,10/16/2026
6460,7459,67.2,100,5/23/2026
6461,7460,46.45,101,4/17/2026
6462,7461,44.05,102,2/5/2026
6463,7462,60.7,100,8/27/2026
6464,7463,97.85,101,12/25/2026
6465,7464,10,102,12/3/2026
6466,7465,75.8,100,8/23/2026
6467,7466,82.8,101,4/19/2026
6468,7467,60.95,102,5/8/2026
6469,7468,61.35,100,2/21/2026
6470,7469,54.5,101,11/10/2026
6471,7470,5.9,102,12/27/2026
6472,7471,74.9,100,7/13/2026
6473,7472,65.9,101,11/7/2026
6474,7473,80.75,102,12/4/2026
6475,7474,94.2,100,5/14/2026
6476,7475,52.95,101,7/1/2026
6477,7476,9.9,102,10/6/2026
6478,7477,12.3,100,2/27/2026
6479,7478,61.4,101,9/17/2026
6480,7479,3.05,102,3/6/2026
6481,7480,11.8,100,7/23/2026
6482,7481,15.9,101,9/1/2026
6483,7482,55.1,102,6/11/2026
6484,7483,18,100,4/6/2026
6485,7484,82.35,101,3/11/2026
6486,7485,31.4,102,8/17/2026
6487,7486,42.3,100,10/12/2026
6488,7487,11.1,101,11/24/2026
6489,7488,45.3,102,3/26/2026
6490,7489,77.25,100,5/12/2026
6491,7490,21.1,101,2/19/2026
6492,7491,1.5,102,10/16/2026
6493,7492,54.75,100,3/1/2026
6494,7493,19.9,101,4/16/2026
6495,7494,69.85,102,11/9/2026
6496,7495,85.5,100,7/2/2026
6497,7496,92.85,101,3/22/2026
6498,7497,54.75,102,4/13/2026
6499,7498,26.5,100,11/6/2026
6500,7499,14.95,101,7/27/2026
6501,7500,97.4,102,11/16/2026
6502,7501,86.05,100,10/20/2026
6503,7502,22.85,101,2/23/2026
6504,7503,87.55,102,2/8/2026
6505,7504,73.05,100,4/27/2026
6506,7505,53.7,101,12/9/2026
6507,7506,61.5,102,5/11/2026
6508,7507,53.3,100,4/14/2026
6509,7508,41.35,101,12/10/2026
6510,7509,96.6,102,6/22/2026
6511,7510,59.2,100,11/4/2026
6512,7511,33.25,101,7/2/2026
6513,7512,92.25,102,6/22/2026
6514,7513,86.55,100,11/21/2026
6515,7514,25.95,101,4/5/2026
6516,7515,15.3,102,5/25/2026
6517,7516,62.15,100,12/19/2026
6518,7517,91.6,101,8/5/2026
6519,7518,89.4,102,6/5/2026
6520,7519,46,100,6/13/2026
6521,7520,16.3,101,7/7/2026
6522,7521,83,102,9/1/2026
6523,7522,77.85,100,8/11/2026
6524,7523,89.2,101,5/20/2026
6525,7524,93.35,102,5/2/2026
6526,7525,32.9,100,5/19/2026
6527,7526,72.6,101,2/25/2026
6528,7527,42.25,102,6/26/2026
6529,7528,81.1,100,7/12/2026
6530,7529,59.9,101,9/25/2026
6531,7530,42.8,102,4/8/2026
6532,7531,41.9,100,11/27/2026
6533,7532,29.6,101,5/6/2026
6534,7533,67.05,102,4/15/2026
6535,7534,78.35,100,9/18/2026
6536,7535,93.5,101,8/14/2026
6537,7536,51.65,102,6/23/2026
6538,7537,76.8,100,2/1/2026
6539,7538,87.3,101,7/7/2026
6540,7539,99.5,102,9/9/2026
6541,7540,56.6,100,12/19/2026
6542,7541,6.65,101,11/2/2026
6543,7542,16.95,102,10/26/2026
6544,7543,73.6,100,10/14/2026
6545,7544,85.7,101,2/3/2026
6546,7545,19.7,102,8/26/2026
6547,7546,87.2,100,3/24/2026
6548,7547,4.3,101,10/19/2026
6549,7548,49.7,102,5/1/2026
6550,7549,13.95,100,2/1/2026
6551,7550,7,101,4/27/2026
6552,7551,71.4,102,3/14/2026
6553,7552,79.6,100,12/3/2026
6554,7553,82.6,101,5/17/2026
6555,7554,61.7,102,2/16/2026
6556,7555,62.9,100,9/3/2026
6557,7556,64.6,101,8/6/2026
6558,7557,38.55,102,7/6/2026
6559,7558,43.8,100,7/27/2026
6560,7559,44.75,101,9/20/2026
6561,7560,93.35,102,4/24/2026
6562,7561,76.8,100,10/8/2026
6563,7562,84.75,101,12/5/2026
6564,7563,25.3,102,10/24/2026
6565,7564,23.05,100,9/11/2026
6566,7565,5.85,101,5/11/2026
6567,7566,30.25,102,7/12/2026
6568,7567,24.55,100,5/3/2026
6569,7568,97.55,101,2/27/2026
6570,7569,4.7,102,10/4/2026
6571,7570,53.95,100,2/7/2026
6572,7571,63.4,101,2/10/2026
6573,7572,30.35,102,11/24/2026
6574,7573,88.15,100,8/4/2026
6575,7574,21.5,101,12/1/2026
6576,7575,94.45,102,11/18/2026
6577,7576,77,100,6/17/2026
6578,7577,74.95,101,6/19/2026
6579,7578,19.05,102,5/11/2026
6580,7579,55.4,100,4/16/2026
6581,7580,71.15,101,5/15/2026
6582,7581,8.9,102,3/2/2026
6583,7582,8.55,100,2/6/2026
6584,7583,45,101,4/21/2026
6585,7584,48.85,102,4/24/2026
6586,7585,74.8,100,5/25/2026
6587,7586,17.4,101,11/27/2026
6588,7587,44.25,102,3/7/2026
6589,7588,50.8,100,8/25/2026
6590,7589,65.4,101,12/24/2026
6591,7590,1.1,102,2/11/2026
6592,7591,35.35,100,9/20/2026
6593,7592,64.1,101,11/12/2026
6594,7593,55,102,12/1/2026
6595,7594,71.4,100,12/19/2026
6596,7595,35.25,101,8/13/2026
6597,7596,41.85,102,2/16/2026
6598,7597,77.8,100,9/7/2026
6599,7598,41.75,101,2/5/2026
6600,7599,77.15,102,2/12/2026
6601,7600,15.1,100,8/15/2026
6602,7601,25.75,101,10/7/2026
6603,7602,94.2,102,7/26/2026
6604,7603,64.1,100,3/1/2026
6605,7604,40.3,101,4/22/2026
6606,7605,92.6,102,5/20/2026
6607,7606,21.95,100,3/11/2026
6608,7607,88.2,101,6/3/2026
6609,7608,56.1,102,10/11/2026
6610,7609,13.5,100,12/13/2026
6611,7610,35.5,101,6/22/2026
6612,7611,48.4,102,2/3/2026
6613,7612,25.8,100,9/23/2026
6614,7613,4.7,101,2/18/2026
6615,7614,9.1,102,10/9/2026
6616,7615,8.4,100,11/24/2026
6617,7616,41.55,101,5/12/2026
6618,7617,20.6,102,8/7/2026
6619,7618,27.1,100,12/23/2026
6620,7619,40.7,101,3/10/2026
6621,7620,76.7,102,4/26/2026
6622,7621,74.5,100,2/7/2026
6623,7622,19.5,101,11/24/2026
6624,7623,8.05,102,5/10/2026
6625,7624,31.95,100,10/15/2026
6626,7625,83.65,101,10/21/2026
6627,7626,80.7,102,9/12/2026
6628,7627,14.65,100,4/19/2026
6629,7628,22.95,101,9/17/2026
6630,7629,26.8,102,8/1/2026
6631,7630,47.65,100,2/8/2026
6632,7631,51,101,2/12/2026
6633,7632,67.1,102,8/27/2026
6634,7633,20.65,100,5/13/2026
6635,7634,38.7,101,4/1/2026
6636,7635,26.6,102,11/1/2026
6637,7636,89.55,100,8/1/2026
6638,7637,17.3,101,10/14/2026
6639,7638,28.5,102,4/20/2026
6640,7639,67.75,100,11/20/2026
6641,7640,62.55,101,6/11/2026
6642,7641,26.3,102,7/23/2026
6643,7642,38.6,100,8/10/2026
6644,7643,49.25,101,2/5/2026
6645,7644,49.4,102,4/17/2026
6646,7645,65.65,100,10/10/2026
6647,7646,9,101,2/2/2026
6648,7647,61.95,102,2/17/2026
6649,7648,25.35,100,6/2/2026
6650,7649,39.6,101,10/27/2026
6651,7650,81.85,102,4/24/2026
6652,7651,5.55,100,2/16/2026
6653,7652,24,101,5/18/2026
6654,7653,43.8,102,2/17/2026
6655,7654,59.4,100,12/19/2026
6656,7655,50.95,101,4/2/2026
6657,7656,69.2,102,10/8/2026
6658,7657,25.55,100,8/7/2026
6659,7658,64.8,101,7/23/2026
6660,7659,98.7,102,3/14/2026
6661,7660,31.4,100,6/1/2026
6662,7661,16.4,101,6/24/2026
6663,7662,93.3,102,5/18/2026
6664,7663,10.15,100,5/19/2026
6665,7664,7.75,101,10/11/2026
6666,7665,87.95,102,8/27/2026
6667,7666,89.7,100,7/9/2026
6668,7667,81.65,101,11/27/2026
6669,7668,9.9,102,3/14/2026
6670,7669,68.6,100,6/26/2026
6671,7670,46.95,101,11/22/2026
6672,7671,44.25,102,3/20/2026
6673,7672,52.5,100,8/20/2026
6674,7673,68.9,101,2/26/2026
6675,7674,68.35,102,5/6/2026
6676,7675,12,100,2/14/2026
6677,7676,74.55,101,11/1/2026
6678,7677,40.2,102,7/13/2026
6679,7678,56,100,3/15/2026
6680,7679,91.3,101,12/3/2026
6681,7680,1.7,102,7/1/2026
6682,7681,28.6,100,8/24/2026
6683,7682,38.05,101,7/7/2026
6684,7683,59.15,102,4/27/2026
6685,7684,28.25,100,6/13/2026
6686,7685,82.5,101,2/4/2026
6687,7686,67.7,102,9/24/2026
6688,7687,81.7,100,4/9/2026
6689,7688,10.75,101,12/25/2026
6690,7689,91.85,102,7/11/2026
6691,7690,96.85,100,12/5/2026
6692,7691,31.35,101,9/2/2026
6693,7692,10.6,102,4/13/2026
6694,7693,63.3,100,11/11/2026
6695,7694,5.1,101,2/27/2026
6696,7695,11.35,102,2/21/2026
6697,7696,30.8,100,11/23/2026
6698,7697,68.5,101,5/4/2026
6699,7698,100.3,102,3/10/2026
6700,7699,78.5,100,2/11/2026
6701,7700,29.3,101,8/6/2026
6702,7701,87.8,102,3/24/2026
6703,7702,75.2,100,3/7/2026
6704,7703,2.9,101,4/9/2026
6705,7704,9.85,102,2/14/2026
6706,7705,51.15,100,6/21/2026
6707,7706,81.8,101,4/26/2026
6708,7707,84.25,102,2/25/2026
6709,7708,57.75,100,2/26/2026
6710,7709,24.5,101,9/14/2026
6711,7710,62.85,102,12/25/2026
6712,7711,14.65,100,6/10/2026
6713,7712,7.2,101,7/7/2026
6714,7713,17.95,102,9/18/2026
6715,7714,82.55,100,9/15/2026
6716,7715,86.65,101,4/17/2026
6717,7716,87.5,102,12/14/2026
6718,7717,18.25,100,5/18/2026
6719,7718,46.25,101,6/23/2026
6720,7719,37.5,102,2/25/2026
6721,7720,99.8,100,6/5/2026
6722,7721,83.5,101,2/10/2026
6723,7722,11.5,102,6/9/2026
6724,7723,90.45,100,5/18/2026
6725,7724,9.9,101,3/24/2026
6726,7725,27.85,102,2/1/2026
6727,7726,17.8,100,11/27/2026
6728,7727,33.2,101,5/18/2026
6729,7728,64.85,102,2/4/2026
6730,7729,30.7,100,12/24/2026
6731,7730,46.95,101,5/14/2026
6732,7731,84.2,102,2/20/2026
6733,7732,79.3,100,8/1/2026
6734,7733,52.3,101,12/1/2026
6735,7734,72.3,102,6/12/2026
6736,7735,73.7,100,12/27/2026
6737,7736,97.5,101,6/20/2026
6738,7737,40.55,102,9/8/2026
6739,7738,98.5,100,5/18/2026
6740,7739,69.6,101,11/15/2026
6741,7740,19.65,102,3/24/2026
6742,7741,89.15,100,3/19/2026
6743,7742,24,101,3/12/2026
6744,7743,74.2,102,2/3/2026
6745,7744,77.7,100,12/27/2026
6746,7745,40.15,101,10/18/2026
6747,7746,22.4,102,11/20/2026
6748,7747,15.4,100,7/22/2026
6749,7748,42.95,101,11/9/2026
6750,7749,4.7,102,3/9/2026
6751,7750,93.5,100,11/16/2026
6752,7751,15.75,101,9/1/2026
6753,7752,67.65,102,9/20/2026
6754,7753,80.8,100,9/3/2026
6755,7754,26.9,101,8/7/2026
6756,7755,97.5,102,4/26/2026
6757,7756,15.9,100,5/15/2026
6758,7757,53.3,101,9/5/2026
6759,7758,69.85,102,9/22/2026
6760,7759,100.15,100,8/18/2026
6761,7760,50.1,101,2/4/2026
6762,7761,42.85,102,7/24/2026
6763,7762,91.05,100,3/13/2026
6764,7763,31.95,101,8/11/2026
6765,7764,29,102,10/26/2026
6766,7765,30.5,100,4/18/2026
6767,7766,64.3,101,6/5/2026
6768,7767,81.15,102,2/8/2026
6769,7768,8.65,100,9/20/2026
6770,7769,73.45,101,6/8/2026
6771,7770,10.15,102,9/7/2026
6772,7771,71.45,100,5/3/2026
6773,7772,85.75,101,8/4/2026
6774,7773,40.55,102,7/18/2026
6775,7774,25.45,100,2/19/2026
6776,7775,96.1,101,2/1/2026
6777,7776,74,102,5/20/2026
6778,7777,20.75,100,2/27/2026
6779,7778,52.9,101,3/2/2026
6780,7779,68.7,102,7/1/2026
6781,7780,91.2,100,9/23/2026
6782,7781,51.8,101,10/19/2026
6783,7782,26.3,102,11/10/2026
6784,7783,78.2,100,2/1/2026
6785,7784,58.8,101,2/22/2026
6786,7785,19.35,102,9/10/2026
6787,7786,55.3,100,10/19/2026
6788,7787,7.15,101,2/8/2026
6789,7788,89,102,3/21/2026
6790,7789,68.3,100,10/11/2026
6791,7790,67.3,101,9/23/2026
6792,7791,84.35,102,2/10/2026
6793,7792,67,100,4/1/2026
6794,7793,79.2,101,2/7/2026
6795,7794,71.7,102,7/16/2026
6796,7795,11.4,100,2/15/2026
6797,7796,51.35,101,6/26/2026
6798,7797,77.45,102,12/14/2026
6799,7798,40.55,100,8/10/2026
6800,7799,30.4,101,6/5/2026
6801,7800,87.2,102,12/13/2026
6802,7801,16.6,100,10/4/2026
6803,7802,17.85,101,7/24/2026
6804,7803,15.2,102,11/6/2026
6805,7804,74.15,100,9/2/2026
6806,7805,47.1,101,11/1/2026
6807,7806,25.8,102,11/3/2026
6808,7807,51.8,100,4/3/2026
6809,7808,15.7,101,2/16/2026
6810,7809,53.75,102,5/13/2026
6811,7810,78.2,100,12/6/2026
6812,7811,79.6,101,9/13/2026
6813,7812,96.95,102,9/1/2026
6814,7813,75.9,100,12/13/2026
6815,7814,11,101,12/22/2026
6816,7815,34.2,102,6/8/2026
6817,7816,88.85,100,7/3/2026
6818,7817,62.95,101,10/1/2026
6819,7818,20.4,102,9/10/2026
6820,7819,33.45,100,2/9/2026
6821,7820,73.9,101,3/7/2026
6822,7821,56.05,102,7/19/2026
6823,7822,89,100,8/15/2026
6824,7823,1.85,101,10/25/2026
6825,7824,23.75,102,4/16/2026
6826,7825,72,100,11/18/2026
6827,7826,43.95,101,9/9/2026
6828,7827,85.4,102,12/10/2026
6829,7828,35.1,100,9/16/2026
6830,7829,98.6,101,8/11/2026
6831,7830,54.05,102,12/11/2026
6832,7831,81.1,100,4/23/2026
6833,7832,49.1,101,5/11/2026
6834,7833,73.85,102,8/17/2026
6835,7834,96.45,100,11/25/2026
6836,7835,84.5,101,6/16/2026
6837,7836,50.9,102,6/9/2026
6838,7837,52,100,8/5/2026
6839,7838,88.2,101,2/8/2026
6840,7839,87.9,102,10/27/2026
6841,7840,75.7,100,3/22/2026
6842,7841,60.05,101,12/13/2026
6843,7842,44.3,102,11/19/2026
6844,7843,28,100,12/1/2026
6845,7844,28.7,101,9/23/2026
6846,7845,60.5,102,12/19/2026
6847,7846,76.7,100,8/24/2026
6848,7847,32.5,101,3/25/2026
6849,7848,97.5,102,10/27/2026
6850,7849,27.45,100,11/21/2026
6851,7850,76.4,101,8/19/2026
6852,7851,36.15,102,9/12/2026
6853,7852,77.35,100,5/16/2026
6854,7853,18.6,101,6/27/2026
6855,7854,66.3,102,2/6/2026
6856,7855,56.15,100,2/3/2026
6857,7856,62.4,101,11/1/2026
6858,7857,84.45,102,3/24/2026
6859,7858,94.45,100,11/10/2026
6860,7859,8.4,101,6/26/2026
6861,7860,31.75,102,11/10/2026
6862,7861,72.9,100,2/26/2026
6863,7862,48.6,101,5/27/2026
6864,7863,53.75,102,12/5/2026
6865,7864,22.5,100,2/18/2026
6866,7865,30.7,101,12/22/2026
6867,7866,25.75,102,10/11/2026
6868,7867,10,100,10/24/2026
6869,7868,74.95,101,2/1/2026
6870,7869,86.2,102,11/5/2026
6871,7870,91.95,100,2/22/2026
6872,7871,16.25,101,11/11/2026
6873,7872,78,102,12/18/2026
6874,7873,72.8,100,10/18/2026
6875,7874,68.6,101,2/21/2026
6876,7875,81.5,102,5/17/2026
6877,7876,71.05,100,5/24/2026
6878,7877,14.85,101,5/21/2026
6879,7878,99.1,102,4/4/2026
6880,7879,66.8,100,12/12/2026
6881,7880,34.1,101,10/14/2026
6882,7881,1.85,102,4/12/2026
6883,7882,27.2,100,11/6/2026
6884,7883,53.4,101,3/7/2026
6885,7884,24.5,102,8/1/2026
6886,7885,49.3,100,4/24/2026
6887,7886,78.3,101,7/24/2026
6888,7887,32.05,102,2/4/2026
6889,7888,93.75,100,7/9/2026
6890,7889,44.75,101,5/26/2026
6891,7890,12.8,102,3/23/2026
6892,7891,24.3,100,11/23/2026
6893,7892,78.7,101,3/4/2026
6894,7893,55.55,102,9/24/2026
6895,7894,5.45,100,8/15/2026
6896,7895,99.6,101,11/7/2026
6897,7896,10.7,102,10/18/2026
6898,7897,21.55,100,7/8/2026
6899,7898,74.2,101,3/16/2026
6900,7899,66.3,102,6/16/2026
6901,7900,29.4,100,9/1/2026
6902,7901,98.1,101,10/16/2026
6903,7902,100.4,102,10/17/2026
6904,7903,83.7,100,3/6/2026
6905,7904,4.9,101,2/1/2026
6906,7905,41.25,102,8/13/2026
6907,7906,32.4,100,4/20/2026
6908,7907,48.8,101,12/5/2026
6909,7908,6.5,102,6/1/2026
6910,7909,22.3,100,9/10/2026
6911,7910,30.1,101,7/5/2026
6912,7911,66.05,102,5/10/2026
6913,7912,38.9,100,10/8/2026
6914,7913,9.9,101,2/1/2026
6915,7914,6.2,102,10/15/2026
6916,7915,3.3,100,11/11/2026
6917,7916,83.55,101,9/5/2026
6918,7917,73.2,102,9/22/2026
6919,7918,66.95,100,5/25/2026
6920,7919,77.25,101,3/12/2026
6921,7920,75,102,2/22/2026
6922,7921,46.4,100,3/3/2026
6923,7922,61.4,101,8/6/2026
6924,7923,33.9,102,12/18/2026
6925,7924,80.3,100,6/23/2026
6926,7925,11.9,101,12/27/2026
6927,7926,9.85,102,2/27/2026
6928,7927,61.1,100,7/13/2026
6929,7928,46.1,101,8/27/2026
6930,7929,77.2,102,9/17/2026
6931,7930,46.2,100,2/18/2026
6932,7931,90.7,101,7/25/2026
6933,7932,95.2,102,4/7/2026
6934,7933,98.1,100,6/2/2026
6935,7934,30.15,101,3/4/2026
6936,7935,19.6,102,6/21/2026
6937,7936,13.6,100,2/23/2026
6938,7937,7.85,101,2/21/2026
6939,7938,95.5,102,9/5/2026
6940,7939,40.9,100,8/17/2026
6941,7940,4.45,101,8/19/2026
6942,7941,59.6,102,2/24/2026
6943,7942,44.2,100,3/20/2026
6944,7943,83.2,101,10/22/2026
6945,7944,77.7,102,12/5/2026
6946,7945,37.4,100,7/1/2026
6947,7946,88.3,101,10/27/2026
6948,7947,51.3,102,10/12/2026
6949,7948,76.95,100,7/21/2026
6950,7949,6,101,9/8/2026
6951,7950,12.8,102,12/24/2026
6952,7951,84.7,100,5/27/2026
6953,7952,68.05,101,2/14/2026
6954,7953,73.1,102,8/19/2026
6955,7954,62.9,100,7/25/2026
6956,7955,8.9,101,9/15/2026
6957,7956,37.25,102,8/22/2026
6958,7957,81.3,100,8/24/2026
6959,7958,81.15,101,12/6/2026
6960,7959,57.4,102,10/19/2026
6961,7960,1.3,100,10/25/2026
6962,7961,90.55,101,8/8/2026
6963,7962,90.65,102,7/21/2026
6964,7963,96.65,100,5/26/2026
6965,7964,56.1,101,7/16/2026
6966,7965,12.7,102,7/3/2026
6967,7966,74.4,100,2/24/2026
6968,7967,84.1,101,9/25/2026
6969,7968,62,102,11/1/2026
6970,7969,43.85,100,6/3/2026
6971,7970,89.5,101,9/23/2026
6972,7971,25.7,102,2/12/2026
6973,7972,13.55,100,10/4/2026
6974,7973,33.85,101,5/26/2026
6975,7974,89,102,6/21/2026
6976,7975,70.1,100,11/23/2026
6977,7976,4.5,101,7/21/2026
6978,7977,67.1,102,10/22/2026
6979,7978,57.8,100,2/21/2026
6980,7979,23.85,101,11/9/2026
6981,7980,65.7,102,3/17/2026
6982,7981,53.2,100,12/12/2026
6983,7982,38.7,101,4/26/2026
6984,7983,15.85,102,5/6/2026
6985,7984,64.65,100,2/2/2026
6986,7985,1.25,101,9/23/2026
6987,7986,98.2,102,10/20/2026
6988,7987,56.3,100,6/22/2026
6989,7988,82.05,101,11/26/2026
6990,7989,88.75,102,4/27/2026
6991,7990,63.3,100,2/2/2026
6992,7991,90,101,3/25/2026
6993,7992,79.8,102,6/16/2026
6994,7993,21.3,100,6/6/2026
6995,7994,53.65,101,11/4/2026
6996,7995,76.35,102,7/9/2026
6997,7996,100.4,100,2/7/2026
6998,7997,27.7,101,4/19/2026
6999,7998,29.45,102,3/1/2026
7000,7999,14.25,100,11/15/2026
7001,8000,22,101,8/1/2026
7002,8001,39.8,102,2/6/2026
7003,8002,67.3,100,2/11/2026
7004,8003,44.7,101,2/3/2026
7005,8004,61.75,102,4/4/2026
7006,8005,17.8,100,11/11/2026
7007,8006,57.5,101,9/16/2026
7008,8007,89.6,102,5/23/2026
7009,8008,38.9,100,2/20/2026
7010,8009,58.3,101,2/15/2026
7011,8010,1.6,102,10/17/2026
7012,8011,57.25,100,4/27/2026
7013,8012,77.35,101,5/16/2026
7014,8013,76.95,102,10/9/2026
7015,8014,67.55,100,12/19/2026
7016,8015,12.5,101,2/15/2026
7017,8016,91.4,102,2/15/2026
7018,8017,38.75,100,12/22/2026
7019,8018,57.1,101,11/13/2026
7020,8019,21.25,102,9/6/2026
7021,8020,34.05,100,2/3/2026
7022,8021,16.9,101,12/8/2026
7023,8022,94.7,102,11/13/2026
7024,8023,8.25,100,10/8/2026
7025,8024,80.8,101,10/1/2026
7026,8025,40.05,102,3/6/2026
7027,8026,95.25,100,9/18/2026
7028,8027,16.7,101,6/7/2026
7029,8028,44.1,102,3/23/2026
7030,8029,36.45,100,7/17/2026
7031,8030,40.9,101,8/23/2026
7032,8031,70,102,11/2/2026
7033,8032,1.3,100,5/19/2026
7034,8033,74.6,101,9/14/2026
7035,8034,56.95,102,12/19/2026
7036,8035,35.4,100,11/25/2026
7037,8036,57.65,101,12/7/2026
7038,8037,57,102,10/17/2026
7039,8038,49.8,100,4/13/2026
7040,8039,26.25,101,2/26/2026
7041,8040,43.45,102,3/10/2026
7042,8041,27.4,100,8/14/2026
7043,8042,41.6,101,11/12/2026
7044,8043,84.6,102,10/6/2026
7045,8044,1.2,100,11/6/2026
7046,8045,93.55,101,11/22/2026
7047,8046,32.8,102,10/19/2026
7048,8047,67,100,7/12/2026
7049,8048,34.7,101,4/19/2026
7050,8049,57.5,102,2/4/2026
7051,8050,59.1,100,9/18/2026
7052,8051,63,101,2/24/2026
7053,8052,57.75,102,7/1/2026
7054,8053,9.35,100,11/27/2026
7055,8054,83.15,101,12/8/2026
7056,8055,56.8,102,4/27/2026
7057,8056,33.75,100,9/25/2026
7058,8057,53.7,101,6/13/2026
7059,8058,24.45,102,9/10/2026
7060,8059,90.15,100,10/19/2026
7061,8060,51.1,101,4/17/2026
7062,8061,77.85,102,7/19/2026
7063,8062,26.95,100,3/18/2026
7064,8063,99.1,101,11/9/2026
7065,8064,67.65,102,6/23/2026
7066,8065,69,100,7/12/2026
7067,8066,60.1,101,11/5/2026
7068,8067,80,102,10/4/2026
7069,8068,12.35,100,3/19/2026
7070,8069,31.35,101,7/6/2026
7071,8070,48.3,102,3/7/2026
7072,8071,44.35,100,8/14/2026
7073,8072,83.7,101,5/27/2026
7074,8073,12.55,102,8/19/2026
